Code Type;Year;Code;Code Text;Change from 2012 to 2013?
ICD-10;2012;L233;All. kontaktdermatitt s. sk. legemidler i kontakt med hud;
ICD-10;2012;L234;Allergisk kontaktdermatitt som skyldes fargestoffer;
ICD-10;2012;L235;All. kontaktdermatitt som skyldes andre kjemiske produkter;
ICD-10;2012;L236;All. kontaktdermatitt som skyldes matvarer i kontakt med hud;
ICD-10;2012;L237;All. kontaktdermatitt som skyldes planter, unntatt matvarer;
ICD-10;2012;L238;Allergisk kontaktdermatitt som skyldes andre spes. stoffer;
ICD-10;2012;L239;Allergisk kontaktdermatitt, uspesifisert ?rsak;
ICD-10;2012;L240;Toksisk kontaktdermatitt som skyldes vaskemidler;
ICD-10;2012;L241;Toksisk kontaktdermatitt som skyldes oljer og sm?remidler;
ICD-10;2012;L242;Toksisk kontaktdermatitt som skyldes l?semidler;
ICD-10;2012;L243;Toksisk kontaktdermatitt som skyldes kosmetikk;
ICD-10;2012;L244;Toksisk kontaktdermatitt s. sk. legemidler i kontakt med hud;
ICD-10;2012;L245;Toksisk kontaktdermatitt s. sk. andre kjemiske produkter;
ICD-10;2012;L246;Toksisk kontaktdermatitt s. sk. matvarer i kontakt med hud;
ICD-10;2012;L247;Toksisk kontaktdermatitt s. sk. planter, unntatt matvarer;
ICD-10;2012;L248;Toksisk kontaktdermatitt som skyldes andre spes. stoffer;
ICD-10;2012;L249;Toksisk kontaktdermatitt, uspesifisert ?rsak;
ICD-10;2012;L250;Uspesifisert kontaktdermatitt som skyldes kosmetikk;
ICD-10;2012;L251;Uspes. kontaktdermatitt s. sk. legemidler i kontakt med hud;
ICD-10;2012;L252;Uspesifisert kontaktdermatitt som skyldes fargestoffer;
ICD-10;2012;L253;Uspes. kontaktdermatitt som skyldes andre kjemiske produkter;
ICD-10;2012;L254;Uspes. kontaktdermatitt s. sk. matvarer i kontakt med hud;
ICD-10;2012;L255;Uspes. kontaktdermatitt s. sk. planter, unntatt matvarer;
ICD-10;2012;L258;Uspes. kontaktdermatitt som skyldes andre spes. stoffer;
ICD-10;2012;L259;Uspesifisert kontaktdermatitt, uspesifisert ?rsak;
ICD-10;2012;L26;Eksfoliativ dermatitt;
ICD-10;2012;L270;Generalisert hudreaksjon som skyldes legemidler;
ICD-10;2012;L271;Lokalisert hudreaksjon som skyldes legemidler;
ICD-10;2012;L272;Dermatitt som skyldes fort?rte matvarer;
ICD-10;2012;L278;Dermatitt som skyldes andre spesifiserte inntatte stoffer;
ICD-10;2012;L279;Dermatitt som skyldes uspesifisert inntatt stoff;
ICD-10;2012;L280;Lichen simplex chronicus;
ICD-10;2012;L281;Prurigo nodularis;
ICD-10;2012;L282;Annen prurigo;
ICD-10;2012;L290;Pruritus ani;
ICD-10;2012;L291;Pruritus scroti;
ICD-10;2012;L292;Pruritus vulvae;
ICD-10;2012;L293;Uspesifisert anogenital kl?e;
ICD-10;2012;L298;Annen spesifisert kl?e;
ICD-10;2012;L299;Uspesifisert kl?e;
ICD-10;2012;L300;Nummul?r dermatitt;
ICD-10;2012;L301;Dyshidrose;
ICD-10;2012;L302;Kutan autosensibilisering;
ICD-10;2012;L303;Infeksi?s dermatitt;
ICD-10;2012;L304;Intertrigin?st erytem;
ICD-10;2012;L305;Pityriasis alba;
ICD-10;2012;L308;Annen spesifisert dermatitt;
ICD-10;2012;L309;Uspesifisert dermatitt;
ICD-10;2012;L400;Psoriasis vulgaris;
ICD-10;2012;L401;Generalisert pustul?s psoriasis;
ICD-10;2012;L402;Acrodermatitis continua;
ICD-10;2012;L403;Pustulosis palmaris et plantaris;
ICD-10;2012;L404;Guttat psoriasis;
ICD-10;2012;L405;Psoriasis med artropati (M07.0 -M07.3*, M09.0*);
ICD-10;2012;L408;Annen spesifisert psoriasis;
ICD-10;2012;L409;Uspesifisert psoriasis;
ICD-10;2012;L410;Pityriasis lichenoides et varioliformis acuta;
ICD-10;2012;L411;Pityriasis lichenoides chronica;
ICD-10;2012;L412;Lymfomatoid papulose;DELETED
ICD-10;2012;L413;"Parapsoriasis med sm? ""plaques""";
ICD-10;2012;L414;"Parapsoriasis med store ""plaques""";
ICD-10;2012;L415;Retiform parapsoriasis;
ICD-10;2012;L418;Annen spesifisert parapsoriasis;
ICD-10;2012;L419;Uspesifisert parapsoriasis;
ICD-10;2012;L42;Pityriasis rosea;
ICD-10;2012;L430;Hypertrofisk lichen ruber planus;
ICD-10;2012;L431;Bull?s lichen ruber planus;
ICD-10;2012;L432;Lichenoid legemiddelreaksjon;
ICD-10;2012;L433;Subakutt (aktiv) lichen ruber planus;
ICD-10;2012;L438;Annen spesifisert lichen ruber planus;
ICD-10;2012;L439;Uspesifisert lichen ruber planus;
ICD-10;2012;L440;Pityriasis rubra pilaris;
ICD-10;2012;L441;Lichen nitidus;
ICD-10;2012;L442;Lichen striatus;
ICD-10;2012;L443;Lichen ruber moniliformis;
ICD-10;2012;L444;Infantil papul?s akrodermatitt;
ICD-10;2012;L448;Andre spesifiserte papuloskvam?se lidelser;
ICD-10;2012;L449;Uspesifisert papuloskvam?s lidelse;
ICD-10;2012;L45;Papuloskvam?se lidelser ved sykdommer klass. annet sted;
ICD-10;2012;L500;Allergisk urticaria;
ICD-10;2012;L501;Idiopatisk urticaria;
ICD-10;2012;L502;Urticaria som skyldes kulde og varme;
ICD-10;2012;L503;Dermatografisk urticaria;
ICD-10;2012;L504;Vibrasjonsurticaria;
ICD-10;2012;L505;Cholinerg urticaria;
ICD-10;2012;L506;Kontakturticaria;
ICD-10;2012;L508;Annen spesifisert urticaria;
ICD-10;2012;L509;Uspesifisert urticaria;
ICD-10;2012;L510;Ikke-bull?st erythema multiforme;
ICD-10;2012;L511;Bull?st erythema multiforme;
ICD-10;2012;L512;Toksisk epidermal nekrolyse;
ICD-10;2012;L518;Annet spesifisert erythema multiforme;
ICD-10;2012;L519;Uspesifisert erythema multiforme;
ICD-10;2012;L52;Erythema nodosum;
ICD-10;2012;L530;Toksisk erytem;
ICD-10;2012;L531;Erythema annulare centrifugum;
ICD-10;2012;L532;Erythema marginatum;
ICD-10;2012;L533;Annet kronisk figurformet erytem;
ICD-10;2012;L538;Andre spesifiserte erytemat?se tilstander;
ICD-10;2012;L539;Uspesifisert erytemat?s tilstand;
ICD-10;2012;L540;Erythema marginatum ved giktfeber;
ICD-10;2012;L548;Erytem ved andre sykdommer klassifisert annet sted;
ICD-10;2012;L550;Solforbrenning av f?rste grad;
ICD-10;2012;L551;Solforbrenning av andre grad;
ICD-10;2012;L552;Solforbrenning av tredje grad;
ICD-10;2012;L558;Annen spesifisert solforbrenning;
ICD-10;2012;L559;Uspesifisert solforbrenning;
ICD-10;2012;L560;Fototoksisk legemiddelreaksjon;
ICD-10;2012;L561;Fotoallergisk legemiddelreaksjon;
ICD-10;2012;L562;Fotokontaktdermatitt;
ICD-10;2012;L563;Solutl?st urticaria;
ICD-10;2012;L564;Polymorf lyseksem;
ICD-10;2012;L568;A. spes. ak. hudforandr. som skyldes ultrafiolett str?ling;
ICD-10;2012;L569;Uspes. akutt hudforandring som skyldes ultrafiolett str?ling;
ICD-10;2012;L570;Aktinisk keratose;
ICD-10;2012;L571;Aktinisk retikuloid;
ICD-10;2012;L572;Cutis rhomboidalis nuchae;
ICD-10;2012;L573;Civattes poikiloderma;
ICD-10;2012;L574;Cutis laxa senilis;
ICD-10;2012;L575;Aktinisk granulom;
ICD-10;2012;L578;A. spes. hudforandr. s. sk. kr. eksp. for ikke-ion. str?ling;
ICD-10;2012;L579;Uspes. hudforandr. s. sk. kr. eksp. for ikke-ion. str?ling;
ICD-10;2012;L580;Akutt radiodermatitt;
ICD-10;2012;L581;Kronisk radiodermatitt;
ICD-10;2012;L589;Uspesifisert radiodermatitt;
ICD-10;2012;L590;Varmeerytem;
ICD-10;2012;L598;Andre spes. str?lingsrelaterte lidelser i hud og underhud;
ICD-10;2012;L599;Uspesifisert str?lingsrelatert lidelse i hud og underhud;
ICD-10;2012;L600;Inngrodd negl;
ICD-10;2012;L601;Onykolyse;
ICD-10;2012;L602;Onykogrypose;
ICD-10;2012;L603;Negledystrofi;
ICD-10;2012;L604;Beaus linjer;
ICD-10;2012;L605;Gule negler-syndrom;
ICD-10;2012;L608;Andre spesifiserte neglelidelser;
ICD-10;2012;L609;Uspesifisert neglelidelse;
ICD-10;2012;L620;Clubbing av negler ved pakydermoperiostose;
ICD-10;2012;L628;Neglelidelser ved andre sykdommer klassifisert annet sted;
ICD-10;2012;L630;Alopecia (capitis) totalis;
ICD-10;2012;L631;Alopecia universalis;
ICD-10;2012;L632;Ophiasis;
ICD-10;2012;L638;Annen spesifisert flekkvis alopesi;
ICD-10;2012;L639;Uspesifisert flekkvis alopesi;
ICD-10;2012;L640;Legemiddelutl?st androgen alopesi;
ICD-10;2012;L648;Annen spesifisert androgen alopesi;
ICD-10;2012;L649;Uspesifisert androgen alopesi;
ICD-10;2012;L650;Telogen effluvium;
ICD-10;2012;L651;Anagen effluvium;
ICD-10;2012;L652;Mucin?s alopesi;
ICD-10;2012;L658;Annet spesifisert h?rtap uten arrdannelse;
ICD-10;2012;L659;Uspesifisert h?rtap uten arrdannelse;
ICD-10;2012;L660;Pseudopelade;
ICD-10;2012;L661;Lichen planopilaris;
ICD-10;2012;L662;Folliculitis decalvans;
ICD-10;2012;L663;Perifolliculitis capitis abscedens;
ICD-10;2012;L664;Folliculitis ulerythematosa reticulata;
ICD-10;2012;L668;Annen spesifisert alopesi med arrdannelse;
ICD-10;2012;L669;Uspesifisert alopesi med arrdannelse;
ICD-10;2012;L670;Trichorrhexis nodosa;
ICD-10;2012;L671;Variasjoner i h?rfarge;
ICD-10;2012;L678;Andre spesifiserte abnormiteter ved h?rfarge og h?rskaft;
ICD-10;2012;L679;Uspesifisert abnormitet ved h?rfarge og h?rskaft;
ICD-10;2012;L680;Hirsutisme;
ICD-10;2012;L681;Hypertrichosis lanuginosa acquisita;
ICD-10;2012;L682;Lokalisert hypertrikose;
ICD-10;2012;L683;Polytriki;
ICD-10;2012;L688;Annen spesifisert hypertrikose;
ICD-10;2012;L689;Uspesifisert hypertrikose;
ICD-10;2012;L700;Acne vulgaris;
ICD-10;2012;L701;Acne conglobata;
ICD-10;2012;L702;Acne varioliformis;
ICD-10;2012;L703;Acne tropica;
ICD-10;2012;L704;Infantil akne;
ICD-10;2012;L705;Acn? excori?e des jeunes filles;
ICD-10;2012;L708;Annen spesifisert akne;
ICD-10;2012;L709;Uspesifisert akne;
ICD-10;2012;L710;Perioral dermatitt;
ICD-10;2012;L711;Rinofyma;
ICD-10;2012;L718;Annen spesifisert rosacea;
ICD-10;2012;L719;Uspesifisert rosacea;
ICD-10;2012;L720;Epidermalcyste;
ICD-10;2012;L721;Retensjonscyste i talgkjertel eller h?rsekk;
ICD-10;2012;L722;Steatocystoma multiplex;
ICD-10;2012;L728;Andre spesifiserte follikul?re cyster i hud og underhud;
ICD-10;2012;L729;Uspesifisert follikul?r cyste i hud og underhud;
ICD-10;2012;L730;Keloid akne;
ICD-10;2012;L731;Pseudofolliculitis barbae;
ICD-10;2012;L732;Purulent hidradenitt;
ICD-10;2012;L738;Andre spesifiserte follikkellidelser;
ICD-10;2012;L739;Uspesifisert follikkellidelse;
ICD-10;2012;L740;Miliaria rubra;
ICD-10;2012;L741;Miliaria crystallina;
ICD-10;2012;L742;Miliaria profunda;
ICD-10;2012;L743;Uspesifisert miliaria;
ICD-10;2012;L744;Anhidrose;
ICD-10;2012;L748;Andre spesifiserte lidelser i eksokrine svettekjertler;
ICD-10;2012;L749;Uspesifisert lidelse i eksokrine svettekjertler;
ICD-10;2012;L750;Bromhidrose;
ICD-10;2012;L751;Kromhidrose;
ICD-10;2012;L752;Apokrin miliaria;
ICD-10;2012;L758;Andre spesifiserte lidelser i apokrine svettekjertler;
ICD-10;2012;L759;Uspesifisert lidelse i apokrine svettekjertler;
ICD-10;2012;L80;Vitiligo;
ICD-10;2012;L810;Postinflammatorisk hyperpigmentering;
ICD-10;2012;L811;Kloasme;
ICD-10;2012;L812;Fregner;
ICD-10;2012;L813;Caf?-au-lait-flekker;
ICD-10;2012;L814;Annen melaninhyperpigmentering;
ICD-10;2012;L815;Leukodermi, ikke klassifisert annet sted;
ICD-10;2012;L816;Andre forstyrrelser med forminsket melanindannelse;
ICD-10;2012;L817;Pigmentert purpurisk dermatose;
ICD-10;2012;L818;Andre spesifiserte forstyrrelser i pigmentering;
ICD-10;2012;L819;Uspesifisert forstyrrelse i pigmentering;
ICD-10;2012;L82;Sebor?isk keratose;
ICD-10;2012;L83;Acanthosis nigricans;
ICD-10;2012;L84;Liktorner og hornhud;
ICD-10;2012;L850;Ervervet iktyose;
ICD-10;2012;L851;Ervervet palmar og plantar keratose;
ICD-10;2012;L852;Keratosis punctata (palmaris et plantaris);
ICD-10;2012;L853;Xerosis cutis;
ICD-10;2012;L858;Annen spesifisert epidermal fortykkelse;
ICD-10;2012;L859;Uspesifisert epidermal fortykkelse;
ICD-10;2012;L86;Keratoderma ved sykdommer klassifisert annet sted;
ICD-10;2012;L870;Keratosis follicularis et parafollicularis in cutem penetr.;
ICD-10;2012;L871;Reaktiv perforerende kollagenose;
ICD-10;2012;L872;Elastosis perforans serpiginosa;
ICD-10;2012;L878;Andre spes. forstyrrelser i transepidermal eliminasjon;
ICD-10;2012;L879;Uspesifisert forstyrrelse i transepidermal eliminasjon;
ICD-10;2012;L88;Pyoderma gangrenosum;
ICD-10;2012;L890;Dekubitals?r og trykkskade stadium I;
ICD-10;2012;L891;Dekubitals?r stadium II;
ICD-10;2012;L892;Dekubitals?r stadium III;
ICD-10;2012;L893;Dekubitals?r stadium IV;
ICD-10;2012;L899;Uspesifisert dekubitals?r og trykkskade;
ICD-10;2012;L900;Lichen sclerosus et atrophicus;
ICD-10;2012;L901;Schweninger-Buzzis anetodermi;
ICD-10;2012;L902;Jadassohn-Pellizzaris anetodermi;
ICD-10;2012;L903;Pasinis og Pierinis atrofodermi;
ICD-10;2012;L904;Atrofisk kronisk akrodermatitt;
ICD-10;2012;L905;Arrtilstander og fibrose i hud;
ICD-10;2012;L906;Striae atrophicae;
ICD-10;2012;L908;Andre spesifiserte atrofiske hudlidelser;
ICD-10;2012;L909;Uspesifisert atrofisk hudlidelse;
ICD-10;2012;L910;Hypertrofisk arr;
ICD-10;2012;L918;Andre spesifiserte hypertrofiske hudlidelser;
ICD-10;2012;L919;Uspesifisert hypertrofisk hudlidelse;
ICD-10;2012;L920;Granuloma annulare;
ICD-10;2012;L921;Lipoid nekrobiose, ikke klassifisert annet sted;
ICD-10;2012;L922;Ansiktsgranulom;
ICD-10;2012;L923;Fremmedlegemegranulom i hud og underhud;
ICD-10;2012;L928;Andre spesifiserte granulomat?se lidelser i hud og underhud;
ICD-10;2012;L929;Uspesifisert granulomat?s lidelse i hud og underhud;
ICD-10;2012;L930;Lupus erythematosus discoides;
ICD-10;2012;L931;Subakutt kutan lupus erythematosus;
ICD-10;2012;L932;Annen lokal lupus erythematosus;
ICD-10;2012;L940;Lokalisert skleroderma;
ICD-10;2012;L941;Line?r skleroderma;
ICD-10;2012;L942;Calcinosis cutis;
ICD-10;2012;L943;Sklerodaktyli;
ICD-10;2012;L944;Gottrons papler;
ICD-10;2012;L945;Atrofisk vaskul?r poikiloderma;
ICD-10;2012;L946;Ainhum;
ICD-10;2012;L948;Andre spesifiserte lokaliserte bindevevssykdommer;
ICD-10;2012;L949;Uspesifisert lokalisert bindevevssykdom;
ICD-10;2012;L950;Livedoid vaskulitt;
ICD-10;2012;L951;Erythema elevatum diutinum;
ICD-10;2012;L958;Annen spesifisert vaskulitt begrenset til hud;
ICD-10;2012;L959;Uspesifisert vaskulitt begrenset til hud;
ICD-10;2012;L97;S?r p? underekstremitet, ikke klassifisert annet sted;
ICD-10;2012;L980;Pyogent granulom;
ICD-10;2012;L981;Dermatitis factitia;
ICD-10;2012;L982;Febril n?ytrofil dermatose;
ICD-10;2012;L983;Eosinofil cellulitt;
ICD-10;2012;L984;Kronisk huds?r, ikke klassifisert annet sted;
ICD-10;2012;L985;Hudmucinose;
ICD-10;2012;L986;Andre infiltrative lidelser i hud og underhud;
ICD-10;2012;L988;Andre spesifiserte lidelser i hud og underhud;
ICD-10;2012;L989;Uspesifisert lidelse i hud og underhud;
ICD-10;2012;L990;Hudamyloidose;
ICD-10;2012;L998;Andre spes. lid. i hud og underhud ved sykd. klass. a. sted;
ICD-10;2012;M000;Stafylokokkartritt og -polyartritt;
ICD-10;2012;M0000;"Stafartritt/polyartritt;flere lokalis";
ICD-10;2012;M0001;"Stafartritt/polyartritt;skulderreg";
ICD-10;2012;M0002;"Stafartritt/polyartritt;overarm/albue";
ICD-10;2012;M0003;"Stafartritt/polyartritt;underarm/h?ndl";
ICD-10;2012;M0004;"Stafartritt/polyartritt;h?nd/fingre";
ICD-10;2012;M0005;"Stafartritt/polyartritt;bekken/l?r";
ICD-10;2012;M0006;"Stafartritt/polyartritt;legg/kne";
ICD-10;2012;M0007;"Stafartritt/polyartritt;ankel/fot/t?";
ICD-10;2012;M0008;"Stafartritt/polyartritt;andre lokalis";
ICD-10;2012;M0009;"Stafartritt/polyartritt;uspes lokalis";
ICD-10;2012;M001;Pneumokokkartritt og -polyartritt;
ICD-10;2012;M0010;"Pneumok.artritt/polyartritt;flere lokalis";
ICD-10;2012;M0011;"Pneumok.artritt/polyartritt;skulderreg";
ICD-10;2012;M0012;"Pneumok.artritt/polyartritt;overarm/albue";
ICD-10;2012;M0013;"Pneumok.artritt/polyartritt;underarm/h?ndl";
ICD-10;2012;M0014;"Pneumok.artritt/polyartritt;h?nd/fingre";
ICD-10;2012;M0015;"Pneumok.artritt/polyartritt;bekken/l?r";
ICD-10;2012;M0016;"Pneumok.artritt/polyartritt;legg/kne";
ICD-10;2012;M0017;"Pneumok.artritt/polyartritt;ankel/fot/t?";
ICD-10;2012;M0018;"Pneumok.artritt/polyartritt;andre lokalis";
ICD-10;2012;M0019;"Pneumok.artritt/polyartritt;uspes lokalis";
ICD-10;2012;M002;Annen streptokokkartritt og -polyartritt;
ICD-10;2012;M0020;"Ann strept.artritt/polyartritt;flere lokalis";
ICD-10;2012;M0021;"Ann strept.artritt/polyartritt;skulderreg";
ICD-10;2012;M0022;"Ann strept.artritt/polyartritt;overarm/albue";
ICD-10;2012;M0023;"Ann strept.artritt/polyartritt;underarm/h?ndl";
ICD-10;2012;M0024;"Ann strept.artritt/polyartritt;h?nd/fingre";
ICD-10;2012;M0025;"Ann strept.artritt/polyartritt;bekken/l?r";
ICD-10;2012;M0026;"Ann strept.artritt/polyartritt;legg/kne";
ICD-10;2012;M0027;"Ann strept.artritt/polyartritt;ankel/fot/t?";
ICD-10;2012;M0028;"Ann strept.artritt/polyartritt;andre lokalis";
ICD-10;2012;M0029;"Ann strept.artritt/polyartritt;uspes lokalis";
ICD-10;2012;M008;Artritt og polyartritt s. sk. a. spes. bakt. mikroorganismer;
ICD-10;2012;M0080;"Artritt pga spes bakt/mikroorg;flere lokalis";
ICD-10;2012;M0081;"Artritt pga spes bakt/mikroorg;skulderreg";
ICD-10;2012;M0082;"Artritt pga spes bakt/mikroorg;overarm/albue";
ICD-10;2012;M0083;"Artritt pga spes bakt/mikroorg;underarm/h?ndl";
ICD-10;2012;M0084;"Artritt pga spes bakt/mikroorg;h?nd/fingre";
ICD-10;2012;M0085;"Artritt pga spes bakt/mikroorg;bekken/l?r";
ICD-10;2012;M0086;"Artritt pga spes bakt/mikroorg;legg/kne";
ICD-10;2012;M0087;"Artritt pga spes bakt/mikroorg;ankel/fot/t?";
ICD-10;2012;M0088;"Artritt pga spes bakt/mikroorg;andre lokalis";
ICD-10;2012;M0089;"Artritt pga spes bakt/mikroorg;uspes lokalis";
ICD-10;2012;M009;Uspesifisert pyogen artritt;
ICD-10;2012;M0090;"Uspesifisert pyogen artritt;flere lokalis";
ICD-10;2012;M0091;"Uspesifisert pyogen artritt;skulderreg";
ICD-10;2012;M0092;"Uspesifisert pyogen artritt;overarm/albue";
ICD-10;2012;M0093;"Uspesifisert pyogen artritt;underarm/h?ndl";
ICD-10;2012;M0094;"Uspesifisert pyogen artritt;h?nd/fingre";
ICD-10;2012;M0095;"Uspesifisert pyogen artritt;bekken/l?r";
ICD-10;2012;M0096;"Uspesifisert pyogen artritt;legg/kne";
ICD-10;2012;M0097;"Uspesifisert pyogen artritt;ankel/fot/t?";
ICD-10;2012;M0098;"Uspesifisert pyogen artritt;andre lokalis";
ICD-10;2012;M0099;"Uspesifisert pyogen artritt;uspes lokalis";
ICD-10;2012;M010;Meningokokkartritt;
ICD-10;2012;M0100;"Meningokokkartritt;flere lokalis";
ICD-10;2012;M0101;"Meningokokkartritt;skulderreg";
ICD-10;2012;M0102;"Meningokokkartritt;overarm/albue";
ICD-10;2012;M0103;"Meningokokkartritt;underarm/h?ndl";
ICD-10;2012;M0104;"Meningokokkartritt;h?nd/fingre";
ICD-10;2012;M0105;"Meningokokkartritt;bekken/l?r";
ICD-10;2012;M0106;"Meningokokkartritt;legg/kne";
ICD-10;2012;M0107;"Meningokokkartritt;ankel/fot/t?";
ICD-10;2012;M0108;"Meningokokkartritt;andre lokalis";
ICD-10;2012;M0109;"Meningokokkartritt;uspes lokalis";
ICD-10;2012;M011;Tuberkul?s artritt;
ICD-10;2012;M0110;"Tuberkul?s artritt ;flere lokalis";
ICD-10;2012;M0111;"Tuberkul?s artritt ;skulderreg";
ICD-10;2012;M0112;"Tuberkul?s artritt ;overarm/albue";
ICD-10;2012;M0113;"Tuberkul?s artritt ;underarm/h?ndl";
ICD-10;2012;M0114;"Tuberkul?s artritt ;h?nd/fingre";
ICD-10;2012;M0115;"Tuberkul?s artritt ;bekken/l?r";
ICD-10;2012;M0116;"Tuberkul?s artritt ;legg/kne";
ICD-10;2012;M0117;"Tuberkul?s artritt ;ankel/fot/t?";
ICD-10;2012;M0118;"Tuberkul?s artritt ;andre lokalis";
ICD-10;2012;M0119;"Tuberkul?s artritt ;uspes lokalis";
ICD-10;2012;M012;Artritt ved borreliose;
ICD-10;2012;M0120;"Artritt ved borreliose ;flere lokalis";
ICD-10;2012;M0121;"Artritt ved borreliose ;skulderreg";
ICD-10;2012;M0122;"Artritt ved borreliose ;overarm/albue";
ICD-10;2012;M0123;"Artritt ved borreliose ;underarm/h?ndl";
ICD-10;2012;M0124;"Artritt ved borreliose ;h?nd/fingre";
ICD-10;2012;M0125;"Artritt ved borreliose ;bekken/l?r";
ICD-10;2012;M0126;"Artritt ved borreliose ;legg/kne";
ICD-10;2012;M0127;"Artritt ved borreliose ;ankel/fot/t?";
ICD-10;2012;M0128;"Artritt ved borreliose ;andre lokalis";
ICD-10;2012;M0129;"Artritt ved borreliose ;uspes lokalis";
ICD-10;2012;M013;Artritt ved andre bakteriesykdommer klassifisert annet sted;
ICD-10;2012;M0130;"Artritt v/andre baktsykd KAS;flere lokalis";
ICD-10;2012;M0131;"Artritt v/andre baktsykd KAS;skulderreg";
ICD-10;2012;M0132;"Artritt v/andre baktsykd KAS;overarm/albue";
ICD-10;2012;M0133;"Artritt v/andre baktsykd KAS;underarm/h?ndl";
ICD-10;2012;M0134;"Artritt v/andre baktsykd KAS;h?nd/fingre";
ICD-10;2012;M0135;"Artritt v/andre baktsykd KAS;bekken/l?r";
ICD-10;2012;M0136;"Artritt v/andre baktsykd KAS;legg/kne";
ICD-10;2012;M0137;"Artritt v/andre baktsykd KAS;ankel/fot/t?";
ICD-10;2012;M0138;"Artritt v/andre baktsykd KAS;andre lokalis";
ICD-10;2012;M0139;"Artritt v/andre baktsykd KAS;uspes lokalis";
ICD-10;2012;M014;Rubella-artritt;
ICD-10;2012;M0140;"Rubella-artritt ;flere lokalis";
ICD-10;2012;M0141;"Rubella-artritt ;skulderreg";
ICD-10;2012;M0142;"Rubella-artritt ;overarm/albue";
ICD-10;2012;M0143;"Rubella-artritt ;underarm/h?ndl";
ICD-10;2012;M0144;"Rubella-artritt ;h?nd/fingre";
ICD-10;2012;M0145;"Rubella-artritt ;bekken/l?r";
ICD-10;2012;M0146;"Rubella-artritt ;legg/kne";
ICD-10;2012;M0147;"Rubella-artritt ;ankel/fot/t?";
ICD-10;2012;M0148;"Rubella-artritt ;andre lokalis";
ICD-10;2012;M0149;"Rubella-artritt ;uspes lokalis";
ICD-10;2012;M015;Artritt ved andre virussykdommer klassifisert annet sted;
ICD-10;2012;M0150;"Artritt v/andre virussykd KAS;flere lokalis";
ICD-10;2012;M0151;"Artritt v/andre virussykd KAS;skulderreg";
ICD-10;2012;M0152;"Artritt v/andre virussykd KAS;overarm/albue";
ICD-10;2012;M0153;"Artritt v/andre virussykd KAS;underarm/h?ndl";
ICD-10;2012;M0154;"Artritt v/andre virussykd KAS;h?nd/fingre";
ICD-10;2012;M0155;"Artritt v/andre virussykd KAS;bekken/l?r";
ICD-10;2012;M0156;"Artritt v/andre virussykd KAS;legg/kne";
ICD-10;2012;M0157;"Artritt v/andre virussykd KAS;ankel/fot/t?";
ICD-10;2012;M0158;"Artritt v/andre virussykd KAS;andre lokalis";
ICD-10;2012;M0159;"Artritt v/andre virussykd KAS;uspes lokalis";
ICD-10;2012;M016;Artritt ved soppsykdommer;
ICD-10;2012;M0160;"Artritt ved soppsykd;flere lokalis";
ICD-10;2012;M0161;"Artritt ved soppsykd;skulderreg";
ICD-10;2012;M0162;"Artritt ved soppsykd;overarm/albue";
ICD-10;2012;M0163;"Artritt ved soppsykd;underarm/h?ndl";
ICD-10;2012;M0164;"Artritt ved soppsykd;h?nd/fingre";
ICD-10;2012;M0165;"Artritt ved soppsykd;bekken/l?r";
ICD-10;2012;M0166;"Artritt ved soppsykd;legg/kne";
ICD-10;2012;M0167;"Artritt ved soppsykd;ankel/fot/t?";
ICD-10;2012;M0168;"Artritt ved soppsykd;andre lokalis";
ICD-10;2012;M0169;"Artritt ved soppsykd;uspes lokalis";
ICD-10;2012;M018;Artritt ved andre infek.- og paras.sykd. klass. annet sted;
ICD-10;2012;M0180;"Artritt v/and inf/paras sykd KAS;flere lokalis";
ICD-10;2012;M0181;"Artritt v/and inf/paras sykd KAS;skulderreg";
ICD-10;2012;M0182;"Artritt v/and inf/paras sykd KAS;overarm/albue";
ICD-10;2012;M0183;"Artritt v/and inf/paras sykd KAS;underarm/h?ndl";
ICD-10;2012;M0184;"Artritt v/and inf/paras sykd KAS;h?nd/fingre";
ICD-10;2012;M0185;"Artritt v/and inf/paras sykd KAS;bekken/l?r";
ICD-10;2012;M0186;"Artritt v/and inf/paras sykd KAS;legg/kne";
ICD-10;2012;M0187;"Artritt v/and inf/paras sykd KAS;ankel/fot/t?";
ICD-10;2012;M0188;"Artritt v/and inf/paras sykd KAS;andre lokalis";
ICD-10;2012;M0189;"Artritt v/and inf/paras sykd KAS;uspes lokalis";
ICD-10;2012;M020;"Leddlidelse etter tarm-""bypass""";
ICD-10;2012;M0200;"Leddlidelse etter tarm-""bypass"";flere lokalis";
ICD-10;2012;M0201;"Leddlidelse etter tarm-""bypass"";skulderreg";
ICD-10;2012;M0202;"Leddlidelse etter tarm-""bypass"";overarm/albue";
ICD-10;2012;M0203;"Leddlidelse etter tarm-""bypass"";underarm/h?ndl";
ICD-10;2012;M0204;"Leddlidelse etter tarm-""bypass"";h?nd/fingre";
ICD-10;2012;M0205;"Leddlidelse etter tarm-""bypass"";bekken/l?r";
ICD-10;2012;M0206;"Leddlidelse etter tarm-""bypass"";legg/kne";
ICD-10;2012;M0207;"Leddlidelse etter tarm-""bypass"";ankel/fot/t?";
ICD-10;2012;M0208;"Leddlidelse etter tarm-""bypass"";andre lokalis";
ICD-10;2012;M0209;"Leddlidelse etter tarm-""bypass"";uspes lokalis";
ICD-10;2012;M021;Leddlidelse etter dysenteri;
