KOD;TEXT;HÄNDELSE
V4058;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-andra aktiviteter;0
W4058;Explosion av andra sprängämnen-serviceområde-andra aktiviteter;0
V4059;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-ospec aktiviteter;0
W4059;Explosion av andra sprängämnen-serviceområde-ospec aktiviteter;0
V4060;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-idrott;0
W4060;Explosion av andra sprängämnen-industriområde-idrott;0
V4061;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-lek,fritid;0
W4061;Explosion av andra sprängämnen-industriområde-lek,fritid;0
V4062;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-förvärvsarbete;0
W4062;Explosion av andra sprängämnen-industriområde-förvärvsarbete;0
V4063;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-annan sysselsättning;0
W4063;Explosion av andra sprängämnen-industriområde-annan sysselsättning;0
V4064;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-vitalaktivitet;0
W4064;Explosion av andra sprängämnen-industriområde-vitalaktivitet;0
V4068;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-andra aktiviteter;0
W4068;Explosion av andra sprängämnen-industriområde-andra aktiviteter;0
V4069;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-ospec aktiviteter;0
W4069;Explosion av andra sprängämnen-industriområde-ospec aktiviteter;0
V4070;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-idrott;0
W4070;Explosion av andra sprängämnen-lantbruksområde-idrott;0
V4071;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-lek,fritid;0
W4071;Explosion av andra sprängämnen-lantbruksområde-lek,fritid;0
V4072;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-förvärvsarbete;0
W4072;Explosion av andra sprängämnen-lantbruksområde-förvärvsarbete;0
V4073;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-annan sysselsättning;0
W4073;Explosion av andra sprängämnen-lantbruksområde-annan sysselsättning;0
V4074;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-vitalaktivitet;0
W4074;Explosion av andra sprängämnen-lantbruksområde-vitalaktivitet;0
V4078;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-andra aktiviteter;0
W4078;Explosion av andra sprängämnen-lantbruksområde-andra aktiviteter;0
V4079;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i trafikolycka-ospec aktiviteter;0
W4079;Explosion av andra sprängämnen-lantbruksområde-ospec aktiviteter;0
W4080;Explosion av andra sprängämnen-andra områden-idrott;0
W4081;Explosion av andra sprängämnen-andra områden-lek,fritid;0
W4082;Explosion av andra sprängämnen-andra områden-förvärvsarbete;0
W4083;Explosion av andra sprängämnen-andra områden-annan sysselsättning;0
W4084;Explosion av andra sprängämnen-andra områden-vitalaktivitet;0
W4088;Explosion av andra sprängämnen-andra områden-andra aktiviteter;0
W4089;Explosion av andra sprängämnen-andra områden-ospec aktiviteter;0
V4090;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-idrott;0
W4090;Explosion av andra sprängämnen-ospec område-idrott;0
V4091;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-lek,fritid;0
W4091;Explosion av andra sprängämnen-ospec område-lek,fritid;0
V4092;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-förvärvsarbete;0
W4092;Explosion av andra sprängämnen-ospec område-förvärvsarbete;0
V4093;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-annan sysselsättning;0
W4093;Explosion av andra sprängämnen-ospec område-annan sysselsättning;0
V4094;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-vitalaktivitet;0
W4094;Explosion av andra sprängämnen-ospec område-vitalaktivitet;0
V4098;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-andra aktiviteter;0
W4098;Explosion av andra sprängämnen-ospec område-andra aktiviteter;0
V4099;Förare av eller passagerare i personbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i trafikolycka-ospec aktiviteter;0
W4099;Explosion av andra sprängämnen-ospec område-ospec aktiviteter;0
V4100;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-idrott;0
W4100;Exponering för högtrycksstråle-bostad-idrott;0
V4101;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-lek,fritid;0
W4101;Exponering för högtrycksstråle-bostad-lek,fritid;0
V4102;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-förvärvsarbete;0
W4102;Exponering för högtrycksstråle-bostad-förvärvsarbete;0
V4103;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-annan sysselsättning;0
W4103;Exponering för högtrycksstråle-bostad-annan sysselsättning;0
V4104;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-vitalaktivitet;0
W4104;Exponering för högtrycksstråle-bostad-vitalaktivitet;0
V4108;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-andra aktiviteter;0
W4108;Exponering för högtrycksstråle-bostad-andra aktiviteter;0
V4109;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i olycka, ej trafik-ospec aktiviteter;0
W4109;Exponering för högtrycksstråle-bostad-ospec aktiviteter;0
V4110;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-idrott;0
W4110;Exponering för högtrycksstråle-institutionellt boende-idrott;0
V4111;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-lek,fritid;0
W4111;Exponering för högtrycksstråle-institutionellt boende-lek,fritid;0
V4112;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-förvärvsarbete;0
W4112;Exponering för högtrycksstråle-institutionellt boende-förvärvsarbete;0
V4113;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-annan sysselsättning;0
W4113;Exponering för högtrycksstråle-institutionellt boende-annan sysselsättning;0
V4114;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-vitalaktivitet;0
W4114;Exponering för högtrycksstråle-institutionellt boende-vitalaktivitet;0
V4118;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-andra aktiviteter;0
W4118;Exponering för högtrycksstråle-institutionellt boende-andra aktiviteter;0
V4119;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i olycka, ej trafik-ospec aktiviteter;0
W4119;Exponering för högtrycksstråle-institutionellt boende-ospec aktiviteter;0
V4120;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-idrott;0
W4120;Exponering för högtrycksstråle-skola, offentlig lokal-idrott;0
V4121;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-lek,fritid;0
W4121;Exponering för högtrycksstråle-skola, offentlig lokal-lek,fritid;0
V4122;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-förvärvsarbete;0
W4122;Exponering för högtrycksstråle-skola, offentlig lokal-förvärvsarbete;0
V4123;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-annan sysselsättning;0
W4123;Exponering för högtrycksstråle-skola, offentlig lokal-annan sysselsättning;0
V4124;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-vitalaktivitet;0
W4124;Exponering för högtrycksstråle-skola, offentlig lokal-vitalaktivitet;0
V4128;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-andra aktiviteter;0
W4128;Exponering för högtrycksstråle-skola, offentlig lokal-andra aktiviteter;0
V4129;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i olycka, ej trafik-ospec aktiviteter;0
W4129;Exponering för högtrycksstråle-skola, offentlig lokal-ospec aktiviteter;0
V4130;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-idrott;0
W4130;Exponering för högtrycksstråle-idrottsanläggning-idrott;0
V4131;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-lek,fritid;0
W4131;Exponering för högtrycksstråle-idrottsanläggning-lek,fritid;0
V4132;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-förvärvsarbete;0
W4132;Exponering för högtrycksstråle-idrottsanläggning-förvärvsarbete;0
V4133;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-annan sysselsättning;0
W4133;Exponering för högtrycksstråle-idrottsanläggning-annan sysselsättning;0
V4134;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-vitalaktivitet;0
W4134;Exponering för högtrycksstråle-idrottsanläggning-vitalaktivitet;0
V4138;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-andra aktiviteter;0
W4138;Exponering för högtrycksstråle-idrottsanläggning-andra aktiviteter;0
V4139;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-ospec aktiviteter;0
W4139;Exponering för högtrycksstråle-idrottsanläggning-ospec aktiviteter;0
V4140;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-idrott;0
W4140;Exponering för högtrycksstråle-gata-idrott;0
V4141;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-lek,fritid;0
W4141;Exponering för högtrycksstråle-gata-lek,fritid;0
V4142;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-förvärvsarbete;0
W4142;Exponering för högtrycksstråle-gata-förvärvsarbete;0
V4143;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-annan sysselsättning;0
W4143;Exponering för högtrycksstråle-gata-annan sysselsättning;0
V4144;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-vitalaktivitet;0
W4144;Exponering för högtrycksstråle-gata-vitalaktivitet;0
V4148;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-andra aktiviteter;0
W4148;Exponering för högtrycksstråle-gata-andra aktiviteter;0
V4149;Förare av eller passagerare i personbil skadad i kollision med cykel, person skadad vid på- eller avstigning-ospec aktiviteter;0
W4149;Exponering för högtrycksstråle-gata-ospec aktiviteter;0
V4150;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-idrott;0
W4150;Exponering för högtrycksstråle-serviceområde-idrott;0
V4151;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-lek,fritid;0
W4151;Exponering för högtrycksstråle-serviceområde-lek,fritid;0
V4152;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-förvärvsarbete;0
W4152;Exponering för högtrycksstråle-serviceområde-förvärvsarbete;0
V4153;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-annan sysselsättning;0
W4153;Exponering för högtrycksstråle-serviceområde-annan sysselsättning;0
V4154;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-vitalaktivitet;0
W4154;Exponering för högtrycksstråle-serviceområde-vitalaktivitet;0
V4158;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-andra aktiviteter;0
W4158;Exponering för högtrycksstråle-serviceområde-andra aktiviteter;0
V4159;Förare av eller passagerare i personbil skadad i kollision med cykel, förare skadad i trafikolycka-ospec aktiviteter;0
W4159;Exponering för högtrycksstråle-serviceområde-ospec aktiviteter;0
V4160;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-idrott;0
W4160;Exponering för högtrycksstråle-industriområde-idrott;0
V4161;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-lek,fritid;0
W4161;Exponering för högtrycksstråle-industriområde-lek,fritid;0
V4162;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-förvärvsarbete;0
W4162;Exponering för högtrycksstråle-industriområde-förvärvsarbete;0
V4163;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-annan sysselsättning;0
W4163;Exponering för högtrycksstråle-industriområde-annan sysselsättning;0
V4164;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-vitalaktivitet;0
W4164;Exponering för högtrycksstråle-industriområde-vitalaktivitet;0
V4168;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-andra aktiviteter;0
W4168;Exponering för högtrycksstråle-industriområde-andra aktiviteter;0
V4169;Förare av eller passagerare i personbil skadad i kollision med cykel, passagerare skadad i trafikolycka-ospec aktiviteter;0
W4169;Exponering för högtrycksstråle-industriområde-ospec aktiviteter;0
V4170;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-idrott;0
W4170;Exponering för högtrycksstråle-lantbruksområde-idrott;0
V4171;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-lek,fritid;0
W4171;Exponering för högtrycksstråle-lantbruksområde-lek,fritid;0
V4172;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-förvärvsarbete;0
W4172;Exponering för högtrycksstråle-lantbruksområde-förvärvsarbete;0
V4173;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-annan sysselsättning;0
W4173;Exponering för högtrycksstråle-lantbruksområde-annan sysselsättning;0
V4174;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-vitalaktivitet;0
W4174;Exponering för högtrycksstråle-lantbruksområde-vitalaktivitet;0
V4178;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-andra aktiviteter;0
W4178;Exponering för högtrycksstråle-lantbruksområde-andra aktiviteter;0
V4179;Förare av eller passagerare i personbil skadad i kollision med cykel, person på utsidan av fordonet skadad i trafikolycka-ospec aktiviteter;0
W4179;Exponering för högtrycksstråle-lantbruksområde-ospec aktiviteter;0
W4180;Exponering för högtrycksstråle-andra områden-idrott;0
W4181;Exponering för högtrycksstråle-andra områden-lek,fritid;0
W4182;Exponering för högtrycksstråle-andra områden-förvärvsarbete;0
W4183;Exponering för högtrycksstråle-andra områden-annan sysselsättning;0
W4184;Exponering för högtrycksstråle-andra områden-vitalaktivitet;0
W4188;Exponering för högtrycksstråle-andra områden-andra aktiviteter;0
W4189;Exponering för högtrycksstråle-andra områden-ospec aktiviteter;0
V4190;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-idrott;0
W4190;Exponering för högtrycksstråle-ospec område-idrott;0
V4191;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-lek,fritid;0
W4191;Exponering för högtrycksstråle-ospec område-lek,fritid;0
V4192;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-förvärvsarbete;0
W4192;Exponering för högtrycksstråle-ospec område-förvärvsarbete;0
V4193;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-annan sysselsättning;0
W4193;Exponering för högtrycksstråle-ospec område-annan sysselsättning;0
V4194;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-vitalaktivitet;0
W4194;Exponering för högtrycksstråle-ospec område-vitalaktivitet;0
V4198;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-andra aktiviteter;0
W4198;Exponering för högtrycksstråle-ospec område-andra aktiviteter;0
V4199;Förare av eller passagerare i personbil skadad i kollision med cykel, förare eller passagerare, ej specificerat, skadad i trafikolycka-ospec aktiviteter;0
W4199;Exponering för högtrycksstråle-ospec område-ospec aktiviteter;0
V4200;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-idrott;0
W4200;Exponering för buller-bostad-idrott;0
V4201;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-lek,fritid;0
W4201;Exponering för buller-bostad-lek,fritid;0
V4202;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-förvärvsarbete;0
W4202;Exponering för buller-bostad-förvärvsarbete;0
V4203;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-annan sysselsättning;0
W4203;Exponering för buller-bostad-annan sysselsättning;0
V4204;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-vitalaktivitet;0
W4204;Exponering för buller-bostad-vitalaktivitet;0
V4208;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-andra aktiviteter;0
W4208;Exponering för buller-bostad-andra aktiviteter;0
V4209;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i olycka, ej trafik-ospec aktiviteter;0
W4209;Exponering för buller-bostad-ospec aktiviteter;0
V4210;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-idrott;0
W4210;Exponering för buller-institutionellt boende-idrott;0
V4211;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-lek,fritid;0
W4211;Exponering för buller-institutionellt boende-lek,fritid;0
V4212;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-förvärvsarbete;0
W4212;Exponering för buller-institutionellt boende-förvärvsarbete;0
V4213;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-annan sysselsättning;0
W4213;Exponering för buller-institutionellt boende-annan sysselsättning;0
V4214;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-vitalaktivitet;0
W4214;Exponering för buller-institutionellt boende-vitalaktivitet;0
V4218;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-andra aktiviteter;0
W4218;Exponering för buller-institutionellt boende-andra aktiviteter;0
V4219;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i olycka, ej trafik-ospec aktiviteter;0
W4219;Exponering för buller-institutionellt boende-ospec aktiviteter;0
V4220;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-idrott;0
W4220;Exponering för buller-skola, offentlig lokal-idrott;0
V4221;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-lek,fritid;0
W4221;Exponering för buller-skola, offentlig lokal-lek,fritid;0
V4222;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-förvärvsarbete;0
W4222;Exponering för buller-skola, offentlig lokal-förvärvsarbete;0
V4223;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-annan sysselsättning;0
W4223;Exponering för buller-skola, offentlig lokal-annan sysselsättning;0
V4224;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-vitalaktivitet;0
W4224;Exponering för buller-skola, offentlig lokal-vitalaktivitet;0
V4228;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-andra aktiviteter;0
W4228;Exponering för buller-skola, offentlig lokal-andra aktiviteter;0
V4229;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i olycka, ej trafik-ospec aktiviteter;0
W4229;Exponering för buller-skola, offentlig lokal-ospec aktiviteter;0
V4230;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-idrott;0
W4230;Exponering för buller-idrottsanläggning-idrott;0
V4231;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-lek,fritid;0
W4231;Exponering för buller-idrottsanläggning-lek,fritid;0
V4232;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-förvärvsarbete;0
W4232;Exponering för buller-idrottsanläggning-förvärvsarbete;0
V4233;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-annan sysselsättning;0
W4233;Exponering för buller-idrottsanläggning-annan sysselsättning;0
V4234;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-vitalaktivitet;0
W4234;Exponering för buller-idrottsanläggning-vitalaktivitet;0
V4238;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-andra aktiviteter;0
W4238;Exponering för buller-idrottsanläggning-andra aktiviteter;0
V4239;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-ospec aktiviteter;0
W4239;Exponering för buller-idrottsanläggning-ospec aktiviteter;0
V4240;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-idrott;0
W4240;Exponering för buller-gata-idrott;0
V4241;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-lek,fritid;0
W4241;Exponering för buller-gata-lek,fritid;0
V4242;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-förvärvsarbete;0
W4242;Exponering för buller-gata-förvärvsarbete;0
V4243;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-annan sysselsättning;0
W4243;Exponering för buller-gata-annan sysselsättning;0
V4244;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-vitalaktivitet;0
W4244;Exponering för buller-gata-vitalaktivitet;0
V4248;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-andra aktiviteter;0
W4248;Exponering för buller-gata-andra aktiviteter;0
V4249;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person skadad vid på- eller avstigning-ospec aktiviteter;0
W4249;Exponering för buller-gata-ospec aktiviteter;0
V4250;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-idrott;0
W4250;Exponering för buller-serviceområde-idrott;0
V4251;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-lek,fritid;0
W4251;Exponering för buller-serviceområde-lek,fritid;0
V4252;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-förvärvsarbete;0
W4252;Exponering för buller-serviceområde-förvärvsarbete;0
V4253;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-annan sysselsättning;0
W4253;Exponering för buller-serviceområde-annan sysselsättning;0
V4254;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-vitalaktivitet;0
W4254;Exponering för buller-serviceområde-vitalaktivitet;0
V4258;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-andra aktiviteter;0
W4258;Exponering för buller-serviceområde-andra aktiviteter;0
V4259;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare skadad i trafikolycka-ospec aktiviteter;0
W4259;Exponering för buller-serviceområde-ospec aktiviteter;0
V4260;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-idrott;0
W4260;Exponering för buller-industriområde-idrott;0
V4261;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-lek,fritid;0
W4261;Exponering för buller-industriområde-lek,fritid;0
V4262;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-förvärvsarbete;0
W4262;Exponering för buller-industriområde-förvärvsarbete;0
V4263;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-annan sysselsättning;0
W4263;Exponering för buller-industriområde-annan sysselsättning;0
V4264;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-vitalaktivitet;0
W4264;Exponering för buller-industriområde-vitalaktivitet;0
V4268;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-andra aktiviteter;0
W4268;Exponering för buller-industriområde-andra aktiviteter;0
V4269;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, passagerare skadad i trafikolycka-ospec aktiviteter;0
W4269;Exponering för buller-industriområde-ospec aktiviteter;0
V4270;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-idrott;0
W4270;Exponering för buller-lantbruksområde-idrott;0
V4271;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-lek,fritid;0
W4271;Exponering för buller-lantbruksområde-lek,fritid;0
V4272;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-förvärvsarbete;0
W4272;Exponering för buller-lantbruksområde-förvärvsarbete;0
